#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	Host	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	ABBSB1205-1	4,[5],12:i:-	PDT000061432.1	2015-04-20T14:01:46Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	0	2	Gallus gallus domesticus	blaCMY-2=COMPLETE	SAMN03293335	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_000973815.1			sinH=COMPLETE	2006-08-02	asr=HMM,golS=COMPLETE,golT=COMPLETE	British Columbia Ministry of Agriculture, Abbotsford Agriculture Centre, Abbotsford BC, Canada	3.8.28	2020-09-30.1	COMBINED	PRJNA273513		119591	126	4943053						28901		Scaffold	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			440524	LAPG	LAPG00000000.1
Salmonella enterica	SALF-276-1	Typhimurium	PDT000061434.1	2015-04-20T14:02:01Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	1	3	Gallus gallus domesticus	blaCMY-2=COMPLETE	SAMN03293339	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_000973845.1			sinH=COMPLETE	2004-11-13	asr=HMM,golS=COMPLETE,golT=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		129758	115	4961472						28901		Scaffold	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			90371	LAPM	LAPM00000000.1
Salmonella enterica	SALH-394-2	Typhimurium	PDT000061436.1	2015-04-20T14:02:09Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	1	1	Gallus gallus domesticus	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN03293334	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_000973885.1			sinH=COMPLETE	2004-12-20	asr=HMM,golS=COMPLETE,golT=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		123027	130	5030663						28901		Scaffold	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	Velvet v. 1.2.08			90371	LAPP	LAPP00000000.1
Salmonella enterica	ABBSB1189-1	Typhimurium	PDT000061441.1	2015-04-20T14:02:47Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	0	2	Gallus gallus domesticus	blaCMY-2=COMPLETE	SAMN03293345	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_000973985.1			sinH=COMPLETE	2006-07-26	asr=HMM,golS=COMPLETE,golT=COMPLETE	British Columbia Ministry of Agriculture, Abbotsford Agriculture Centre, Abbotsford BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		196149	60	5018462						28901		Scaffold	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			90371	LAPF	LAPF00000000.1
Salmonella enterica	ABBSB1218-1	4,[5],12:i:-	PDT000061442.1	2015-04-20T14:02:55Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	3	5	Gallus gallus domesticus	blaCMY-2=COMPLETE	SAMN03293338	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_000974005.1			sinH=COMPLETE	2006-08-10	asr=HMM,golS=COMPLETE,golT=COMPLETE	British Columbia Ministry of Agriculture, Abbotsford Agriculture Centre, Abbotsford BC, Canada	3.8.28	2020-09-30.1	COMBINED	PRJNA273513		106021	127	4952122						28901		Scaffold	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			440524	LAPH	LAPH00000000.1
Salmonella enterica	SALI-436-3	4,[5],12:i:-	PDT000061443.1	2015-04-20T14:03:02Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	1	3	Gallus gallus domesticus		SAMN03293337	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_000974035.1			sinH=COMPLETE	2005-03-03	asr=HMM,golS=COMPLETE,golT=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.28	2020-09-30.1	COMBINED	PRJNA273513		161564	107	4859044						28901		Scaffold	mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			440524	LAPQ	LAPQ00000000.1
Salmonella enterica	SALF-297-2	Typhimurium	PDT000061444.1	2015-04-20T14:03:08Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	0	2	Gallus gallus domesticus		SAMN03293336	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_000974015.1			sinH=COMPLETE	2004-12-06	asr=HMM,golS=COMPLETE,golT=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		93313	135	4832483						28901		Scaffold	mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			90371	LAPN	LAPN00000000.1
Salmonella enterica	SALF-297-3	Typhimurium	PDT000061452.1	2015-04-20T14:03:57Z	Canada: British Columbia, Fraser Valley	fecal material	environmental/other	PDS000066898.19	0	2	Gallus gallus domesticus		SAMN03293333	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_000974215.1			sinH=COMPLETE	2004-12-06	asr=HMM,golS=COMPLETE,golT=COMPLETE	Pacific Agri-Food-Research center, Agriculture and Agri-Food Canada, Agassiz, BC, Canada	3.8.4	2020-09-30.1	COMBINED	PRJNA273513		101240	125	4849695						28901		Scaffold	mdsA=COMPLETE,mdsB=COMPLETE	Velvet v. 1.2.08			90371	LAPO	LAPO00000000.1
Salmonella enterica	3128	4,5,12:i	PDT000469464.1	2019-02-26T05:01:39Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	7	9	broiler chicken		SAMN10887087	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004298205.1			sinH=HMM	2006-08-10	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	101789	88	4848820						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			2077274	SIHZ	SIHZ00000000.1
Salmonella enterica	1892	4,5,12:i	PDT000471850.1	2019-02-28T04:19:12Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	1	2	broiler chicken	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN10887093	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004308255.1			sinH=HMM	2004-12-20	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	223422	46	4926391						28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SPAdes v. 3.9.0			2077274	SIDI	SIDI00000000.1
Salmonella enterica	1891	4,5,12:i	PDT000471851.1	2019-02-28T04:19:51Z	Canada:British Columbia Fraser Valley	Chicken Litter	environmental/other	PDS000066898.19	19	21	broiler chicken		SAMN10887092	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004308285.1			sinH=HMM	2004-11-13	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	236358	44	4852438						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			2077274	SIDJ	SIDJ00000000.1
Salmonella enterica	3176	4,5,12:i	PDT000471854.1	2019-02-28T04:20:10Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	0	2	broiler chicken	blaCMY-2=COMPLETE	SAMN10887090	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004308335.1			sinH=HMM	2006-08-02	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	225813	47	4950670						28901		Contig	blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			2077274	SIDL	SIDL00000000.1
Salmonella enterica	3171	Typhimurium	PDT000471856.1	2019-02-28T04:20:47Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	5	7	broiler chicken		SAMN10887075	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_004308385.1			sinH=HMM	2006-07-26	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	177109	50	4851450						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			90371	SIDW	SIDW00000000.1
Salmonella enterica	3143	4,5,12:i	PDT000471857.1	2019-02-28T04:21:02Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	7	9	broiler chicken		SAMN10887089	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004308395.1			sinH=HMM	2005-06-27	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	376792	39	4856222						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			2077274	SIDM	SIDM00000000.1
Salmonella enterica	1793	Typhimurium	PDT000471858.1	2019-02-28T04:21:03Z	Canada:British Columbia Fraser Valley	chicken caeca	environmental/other	PDS000066898.19	22	24	broiler chicken		SAMN10887073	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_004308415.1			sinH=HMM	2004-11-19	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	271198	44	4856021						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			90371	SIDY	SIDY00000000.1
Salmonella enterica	3339	Kentucky	PDT000471872.1	2019-02-28T04:24:28Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	10	12	broiler chicken	ramR_T18P=POINT	SAMN10887069	PDG000000002.2044	Salmonella enterica subsp. enterica serovar Kentucky	GCA_004308695.1			sinH=HMM	2006	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.8.4	2020-06-11.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	376792	39	4851679						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE,ramR_T18P=POINT	SPAdes v. 3.9.0			192955	SIEB	SIEB00000000.1
Salmonella enterica	3126	4,5,12:i	PDT000471897.1	2019-02-28T04:31:20Z	Canada:British Columbia Fraser Valley	fecal material	environmental/other	PDS000066898.19	3	5	broiler chicken		SAMN10887043	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,5,12:i	GCA_004309185.1			sinH=HMM	2005-06-27	asr=HMM,golS=COMPLETE,golT=COMPLETE	Moussa Diarra	3.6.7	2020-01-22.1	COMBINED	PRJNA521409	49.3764 N 121.8159 W	270814	55	4851384						28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SPAdes v. 3.9.0			2077274	SIEV	SIEV00000000.1
Salmonella enterica	PNCS015469	4,[5],12:i:-	PDT000703690.1	2020-03-04T02:18:25Z	Canada	feces	clinical	PDS000066898.19	10	13	Chicken		SAMN14246968	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011282125.1			sinH=HMM	2007-12-04	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		125496	81	4985330	PAIRED	ILLUMINA	SRR11233293	NML	2020-03-04T00:25:20Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPSYR	AAPSYR000000000.1
Salmonella enterica	PNCS015456	4,[5],12:i:-	PDT000703691.1	2020-03-04T02:18:25Z	Canada	Litter	environmental/other	PDS000066898.19	1	3	Chicken		SAMN14246955	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011255175.1			sinH=HMM	2005-03-04	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		183803	63	4978917	PAIRED	ILLUMINA	SRR11233294	NML	2020-03-04T00:25:29Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPRCU	AAPRCU000000000.1
Salmonella enterica	PNCS015465	4,[5],12:i:-	PDT000703694.1	2020-03-04T02:18:26Z	Canada	organ	clinical	PDS000066898.19	9	11	Chicken	aph(3')-Ia=COMPLETE,tet(A)=COMPLETE	SAMN14246964	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011281305.1			sinH=HMM	2007-08-01	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		147842	76	5062159	PAIRED	ILLUMINA	SRR11233297	NML	2020-03-04T00:25:29Z	28901		Contig	aph(3')-Ia=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			440524	AAPSXR	AAPSXR000000000.1
Salmonella enterica	PNCS015448	4,[5],12:i:-	PDT000703698.1	2020-03-04T02:18:28Z	Canada	meat	clinical	PDS000066898.19	13	10	Chicken	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,ble=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SAMN14246947	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011292715.1			sinH=HMM	2005-05-02	asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		178207	80	5292425	PAIRED	ILLUMINA	SRR11233301	NML	2020-03-04T00:25:29Z	28901		Contig	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,ble=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			440524	AAPTEV	AAPTEV000000000.1
Salmonella enterica	PNCS015443	4,[5],12:i:-	PDT000703699.1	2020-03-04T02:18:28Z	Canada	meat	environmental/other	PDS000066898.19	2	8	Chicken		SAMN14246942	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011278985.1			sinH=HMM	2004-01-30	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		213383	69	4936495	PAIRED	ILLUMINA	SRR11233302	NML	2020-03-04T00:25:29Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPSTF	AAPSTF000000000.1
Salmonella enterica	PNCS015451	4,[5],12:i:-	PDT000703717.1	2020-03-04T02:18:35Z	Canada	Cecal content	clinical	PDS000066898.19	13	11	Chicken	aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,ble=COMPLETE,tet(B)=COMPLETE	SAMN14246950	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011388095.1			sinH=HMM	2005-01-25	asr=HMM,golS=COMPLETE,golT=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		150658	81	5200823	PAIRED	ILLUMINA	SRR11233320	NML	2020-03-04T00:25:29Z	28901		Contig	aph(3')-IIa=COMPLETE,aph(6)-Ic=COMPLETE,ble=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			440524	AAPXGO	AAPXGO000000000.1
Salmonella enterica	PNCS015473	4,[5],12:i:-	PDT000703721.1	2020-03-04T02:18:37Z	Canada	Environment swab	environmental/other	PDS000066898.19	11	10	Chicken		SAMN14246972	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011388135.1			sinH=HMM	2008-05-20	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		178250	65	4960603	PAIRED	ILLUMINA	SRR11233324	NML	2020-03-04T00:25:33Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPXGQ	AAPXGQ000000000.1
Salmonella enterica	PNCS015450	4,[5],12:i:-	PDT000703725.1	2020-03-04T02:18:39Z	Canada	Cecal content	clinical	PDS000066898.19	9	10	Chicken		SAMN14246949	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011293035.1			sinH=HMM	2005-01-24	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		153553	68	5068990	PAIRED	ILLUMINA	SRR11233328	NML	2020-03-04T00:25:33Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPTDO	AAPTDO000000000.1
Salmonella enterica	PNCS015453	4,[5],12:i:-	PDT000703727.1	2020-03-04T02:18:40Z	Canada	Litter	clinical	PDS000066898.19	12	1	Chicken	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SAMN14246952	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011293705.1			sinH=HMM	2004-11-15	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		149330	95	5080069	PAIRED	ILLUMINA	SRR11233330	NML	2020-03-04T00:25:33Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,floR=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	SKESA v. 2.2			440524	AAPTEP	AAPTEP000000000.1
Salmonella enterica	PNCS015442	4,[5],12:i:-	PDT000703729.1	2020-03-04T02:18:41Z	Canada	Environment swab	environmental/other	PDS000066898.19	2	6	Chicken		SAMN14246941	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011278165.1			sinH=HMM	2003-09-24	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		176674	65	5013591	PAIRED	ILLUMINA	SRR11233332	NML	2020-03-04T00:23:35Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPSSX	AAPSSX000000000.1
Salmonella enterica	PNCS015477	4,[5],12:i:-	PDT000703734.1	2020-03-04T02:18:44Z	Canada	Meat - Thigh with skin	environmental/other	PDS000066898.19	7	7	Chicken		SAMN14247261	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011281265.1			sinH=HMM	2008-04-14	asr=HMM,golS=COMPLETE,golT=COMPLETE,golT=PARTIAL_END_OF_CONTIG	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		153536	77	4976125	PAIRED	ILLUMINA	SRR11233686	NML	2020-03-04T01:28:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPSXL	AAPSXL000000000.1
Salmonella enterica	PNCS015480	4,[5],12:i:-	PDT000703756.1	2020-03-04T02:18:54Z	Canada	Meat - Wings	environmental/other	PDS000066898.19	5	2	Chicken		SAMN14247264	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011292875.1			sinH=HMM	2008-09-08	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		149636	66	4959926	PAIRED	ILLUMINA	SRR11233708	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPTES	AAPTES000000000.1
Salmonella enterica	PNCS015498	4,[5],12:i:-	PDT000703760.1	2020-03-04T02:18:56Z	Canada	Yolk sac	clinical	PDS000066898.19	1	3	Chicken		SAMN14247282	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011382465.1			sinH=HMM	2010-10-21	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		183841	58	4922424	PAIRED	ILLUMINA	SRR11233712	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPWWC	AAPWWC000000000.1
Salmonella enterica	PNCS015478	4,[5],12:i:-	PDT000703762.1	2020-03-04T02:18:56Z	Canada	Environment (animal)	environmental/other	PDS000066898.19	21	20	Chicken		SAMN14247262	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011255055.1			sinH=HMM	2008-10-01	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		149756	66	4917002	PAIRED	ILLUMINA	SRR11233714	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPRDA	AAPRDA000000000.1
Salmonella enterica	PNCS015499	4,[5],12:i:-	PDT000703770.1	2020-03-04T02:19:01Z	Canada	spleen	clinical	PDS000066898.19	1	4	Chicken		SAMN14247283	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011382905.1			sinH=HMM	2010-10-21	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		217068	58	4948390	PAIRED	ILLUMINA	SRR11233722	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPWWD	AAPWWD000000000.1
Salmonella enterica	PNCS015481	4,[5],12:i:-	PDT000703772.1	2020-03-04T02:19:03Z	Canada	Meat - Thigh with skin	environmental/other	PDS000066898.19	5	2	Chicken		SAMN14247265	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011281105.1			sinH=HMM	2008-11-18	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		178235	66	4966616	PAIRED	ILLUMINA	SRR11233724	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPSXG	AAPSXG000000000.1
Salmonella enterica	PNCS015482	4,[5],12:i:-	PDT000703775.1	2020-03-04T02:19:05Z	Canada	Cecal content	clinical	PDS000066898.19	27	6	Chicken		SAMN14247266	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011326275.1			sinH=HMM	2009-03-02	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		149630	74	4995458	PAIRED	ILLUMINA	SRR11233727	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPUTY	AAPUTY000000000.1
Salmonella enterica	PNCS015509	4,[5],12:i:-	PDT000703777.1	2020-03-04T02:19:05Z	Canada	Environment swab	environmental/other	PDS000066898.19	19	16	Chicken		SAMN14247293	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011378125.1			sinH=HMM	2010-10-07	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		173219	64	4973625	PAIRED	ILLUMINA	SRR11233729	NML	2020-03-04T01:30:28Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPUSN	AAPUSN000000000.1
Salmonella enterica	PNCS015534	4,[5],12:i:-	PDT000704781.1	2020-03-04T05:13:00Z	Canada	Cecum	clinical	PDS000066898.19	3	2	Chicken		SAMN14247351	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011294255.1			sinH=HMM	2012-08-16	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		171297	69	4920564	PAIRED	ILLUMINA	SRR11233928	NML	2020-03-04T02:29:36Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPTFI	AAPTFI000000000.1
Salmonella enterica	PNCS015552	4,[5],12:i:-	PDT000704783.1	2020-03-04T05:13:01Z	Canada	Fluff	environmental/other	PDS000066898.19	7	7	Chicken		SAMN14247369	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011294175.1			sinH=HMM	2013-05-21	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		217040	60	4893804	PAIRED	ILLUMINA	SRR11233930	NML	2020-03-04T02:29:36Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPTFG	AAPTFG000000000.1
Salmonella enterica	PNCS015554	4,[5],12:i:-	PDT000704786.1	2020-03-04T05:13:02Z	Canada	Pooled Feces	clinical	PDS000066898.19	2	2	Chicken		SAMN14247371	PDG000000002.2044	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	GCA_011382645.1			sinH=HMM	2013-05-27	asr=HMM,golS=COMPLETE,golT=COMPLETE	PHAC	3.6.7	2020-01-22.1	COMBINED	PRJNA543337		216979	66	4925966	PAIRED	ILLUMINA	SRR11233933	NML	2020-03-04T02:29:35Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			440524	AAPWWK	AAPWWK000000000.1
