#Organism Group	Strain	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	Host	SNP cluster	Min-same	Min-diff	AMR genotypes core	BioSample	K-mer group	Scientific name	Assembly	AST phenotypes	Host Disease	Virulence genotypes	Collection Date	Stress genotypes	Collected by	AMRFinderPlus version	PD Ref Gene Catalog version	AMRFinderPlus analysis type	BioProject	Lat/Lon	N50	Contigs	Length	Library Layout	Platform	Run	SRA Center	SRA Release Date	Species TaxID	Outbreak	Level	AMR genotypes	Method	PFGE Primary Enzyme Pattern	PFGE Secondary Enzyme Pattern	TaxID	WGS Prefix	WGS Accession
Salmonella enterica	FSIS1702955	Kentucky	PDT000226531.2	2017-07-24T20:39:21Z	USA:MS	raw intact chicken	environmental/other		PDS000072603.29	5	58	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN07410363	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009395785.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		422099	39	4899642	PAIRED	ILLUMINA	SRR5862677	USDA-FSIS	2017-07-24T20:00:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMPDA	AAMPDA000000000.1
Salmonella enterica	FSIS1703283	Kentucky	PDT000230581.2	2017-08-02T18:39:48Z	USA:MS	chicken carcass	environmental/other		PDS000072603.29	6	60	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN07440328	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009432555.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		376956	50	4915826	PAIRED	ILLUMINA	SRR5890309	USDA-FSIS	2017-08-02T17:41:12Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMRBV	AAMRBV000000000.1
Salmonella enterica	FSIS21720014	Kentucky	PDT000235376.2	2017-08-23T03:24:46Z	USA:MS	raw intact chicken	environmental/other		PDS000072603.29	6	62	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN07532214	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009472985.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		116335	108	4900910	PAIRED	ILLUMINA	SRR5955181	USDA-FSIS	2017-08-22T23:24:13Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMSPX	AAMSPX000000000.1
Salmonella enterica	FSIS1703226	Kentucky	PDT000235412.2	2017-08-23T03:24:52Z	USA:MS	raw intact chicken	environmental/other		PDS000072603.29	7	60	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN07519832	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009472905.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		87065	103	4908513	PAIRED	ILLUMINA	SRR5955217	USDA-FSIS	2017-08-22T23:26:15Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMSQL	AAMSQL000000000.1
Salmonella enterica	FSIS1703868	Kentucky	PDT000235602.2	2017-08-23T03:25:18Z	USA:MS	raw intact chicken	environmental/other		PDS000072603.29	5	57	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN07537129	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009473845.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		408666	44	4914489	PAIRED	ILLUMINA	SRR5956526	USDA-FSIS	2017-08-23T02:00:12Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMSSO	AAMSSO000000000.1
Salmonella enterica	FSIS11704146	Kentucky	PDT000240698.2	2017-09-14T23:30:05Z	USA:MS	chicken carcass	environmental/other		PDS000072603.29	8	39	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SAMN07645980	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009503305.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,qacEdelta1=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		97662	126	5046618	PAIRED	ILLUMINA	SRR6039970	USDA-FSIS	2017-09-14T22:06:11Z	28901		Contig	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,sul1=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMTWI	AAMTWI000000000.1
Salmonella enterica	FSIS11704792	Kentucky	PDT000262683.2	2017-11-09T00:33:44Z	USA:MS	chicken carcass	environmental/other		PDS000072603.29	8	61	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN08000937	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009532315.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		249275	54	4914196	PAIRED	ILLUMINA	SRR6269918	USDA-FSIS	2017-11-08T21:13:12Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAMVXK	AAMVXK000000000.1
Salmonella enterica	FSIS11706383	Kentucky	PDT000281054.2	2018-01-24T17:56:17Z	USA:MS	comminuted chicken	environmental/other		PDS000072603.29	7	60	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN08327295	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_010871925.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		272515	55	4910642	PAIRED	ILLUMINA	SRR6494820	USDA-FSIS	2018-01-24T04:28:33Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAOVNO	AAOVNO000000000.1
Salmonella enterica	FSIS11807459	Kentucky	PDT000287774.2	2018-02-16T21:49:34Z	USA:MS	chicken carcass	environmental/other		PDS000072603.29	5	36	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN08558043	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_011598965.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		129372	74	4912781	PAIRED	ILLUMINA	SRR6743260	USDA-FSIS	2018-02-16T18:58:12Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAQLDX	AAQLDX000000000.1
Salmonella enterica	FSIS11813200	Kentucky	PDT000367315.1	2018-08-26T00:32:18Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000072603.29	6	38	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN09914085	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_008458985.1			cvaC=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iutA=COMPLETE,mchF=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA292666		107240	117	4910828	PAIRED	ILLUMINA	SRR7754605	USDA-FSIS	2018-08-25T20:35:11Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAKMKB	AAKMKB000000000.1
Salmonella enterica	FSIS11927239	Kentucky	PDT000648001.1	2019-12-19T12:28:01Z	USA:MS	raw intact chicken	environmental/other		PDS000072603.29	2	35	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN13624459	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_010822985.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=HMM	2019	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-22.1	COMBINED	PRJNA242847		105471	117	4904934	PAIRED	ILLUMINA	SRR10734250	USDA-FSIS	2019-12-19T11:59:45Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAORSB	AAORSB000000000.1
Salmonella enterica	FSIS12034899	Salmonella enterica subsp. enterica serovar Kentucky	PDT000872904.1	2020-10-30T06:27:32Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000072603.29	18	74	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN16598051	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_015135665.1			cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=COMPLETE	2020	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.8.28	2020-09-30.1	COMBINED	PRJNA292666		168675	75	4944439	PAIRED	ILLUMINA	SRR12949795	USDA-FSIS	2020-10-30T04:09:06Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE	SKESA v. 2.2			192955	AAWWZC	AAWWZC000000000.1
Salmonella enterica	FSIS12035643	Salmonella enterica subsp. enterica serovar Kentucky	PDT000894722.1	2020-11-21T00:27:36Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000072603.29	2	37	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(B)=COMPLETE	SAMN16852796	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky				cvaC=COMPLETE,iroE=COMPLETE,iroN=COMPLETE,iss=COMPLETE,iucA=COMPLETE,iutA=COMPLETE,mchF=COMPLETE,sinH=COMPLETE	2020	golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.9.3	2020-11-09.1	NUCLEOTIDE	PRJNA292666		78768	140	5032327	PAIRED	ILLUMINA	SRR13094532	USDA-FSIS	2020-11-20T23:52:04Z	28901			aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=COMPLETE,tet(B)=COMPLETE				192955		
Salmonella enterica	FSIS1608266	Typhimurium	PDT000157480.2	2016-11-07T22:18:43Z	USA:MS	raw intact chicken	environmental/other		PDS000027049.130	17	14		SAMN05991436	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Typhimurium	GCA_008991225.1				2016	asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		262021	64	4839201	PAIRED	ILLUMINA	SRR5002301	USDA-FSIS	2016-11-07T21:26:06Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90371	AALSPH	AALSPH000000000.1
Salmonella enterica	FSIS11810876	Kentucky	PDT000336213.1	2018-06-25T22:04:03Z	USA:MS	comminuted chicken	environmental/other		PDS000029414.114	10	23	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE	SAMN09479607	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_008550135.1			iutA=COMPLETE	2018	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		68346	171	4985237	PAIRED	ILLUMINA	SRR7426231	USDA-FSIS	2018-06-25T20:08:56Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL	SKESA v. 2.2			192955	AAKSEC	AAKSEC000000000.1
Salmonella enterica	OSF028650		PDT000050138.2	2015-02-23T16:08:20Z	USA:MS	chicken	environmental/other		PDS000001378.183	4	5		SAMN03282158	PDG000000002.2057	Salmonella enterica	GCA_005944865.1				2014-03-31	asr=HMM,golS=COMPLETE,golT=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA186035		289785	40	4678483	PAIRED	ILLUMINA	SRR1813425	CFSAN	2015-02-23T15:23:17Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			28901	AAEDMW	AAEDMW000000000.1
Salmonella enterica	SAL-18-VL-NY-MS-0013	Saintpaul	PDT000498738.1	2019-05-06T14:53:39Z	USA:MS	Other (Anas)	environmental/other		PDS000001378.183	15	1		SAMN11581067	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Saintpaul	GCA_006527595.1				2018-12-05	asr=HMM,golS=COMPLETE,golT=COMPLETE	MS	3.6.7	2020-01-06.1	COMBINED	PRJNA324570		111369	83	4660629	PAIRED	ILLUMINA	SRR9017109	CFSAN	2019-05-06T14:35:12Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			90105	AAFOCS	AAFOCS000000000.1
Salmonella enterica	FSIS12032468	Salmonella enterica subsp. enterica serovar Liverpool	PDT000817229.1	2020-08-20T21:14:48Z	USA:MS	animal-chicken-young chicken	environmental/other		PDS000001378.183	11	15		SAMN15867744	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Liverpool	GCA_014258745.1			sinH=HMM	2020	asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.8.4	2020-07-16.2	COMBINED	PRJNA292666		116365	80	4730480	PAIRED	ILLUMINA	SRR12486605	USDA-FSIS	2020-08-20T20:25:50Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			216804	AAVMRG	AAVMRG000000000.1
Salmonella enterica	FSIS12033809	Salmonella enterica subsp. enterica serovar Johannesburg	PDT000848940.1	2020-09-28T20:29:19Z	USA:MS	animal-swine-market swine	environmental/other		PDS000032387.188	2	3		SAMN16282607	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Johannesburg	GCA_014791125.1			sinH=COMPLETE	2020	asr=HMM,golS=COMPLETE,golT=COMPLETE	USDA-FSIS	3.8.4	2020-09-22.2	COMBINED	PRJNA292666		81778	138	4682836	PAIRED	ILLUMINA	SRR12730540	USDA-FSIS	2020-09-28T19:11:11Z	28901		Contig	mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			913076	AAWKCW	AAWKCW000000000.1
Salmonella enterica	OSF028601		PDT000049718.2	2015-02-19T19:09:04Z	USA:MS	chicken	environmental/other		PDS000027237.149	8	8	fosA7=PARTIAL	SAMN03282109	PDG000000002.2057	Salmonella enterica	GCA_006866445.1				2014-03-26	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	OSF	3.6.7	2020-01-06.1	COMBINED	PRJNA186035		377760	31	4691713	PAIRED	ILLUMINA	SRR1810512	CFSAN	2015-02-18T21:38:14Z	28901		Contig	fosA7=PARTIAL,mdsA=COMPLETE,mdsB=COMPLETE	SKESA v. 2.2			28901	AAGLTF	AAGLTF000000000.1
Salmonella enterica	CVM N57390F	Kentucky	PDT000121386.2	2016-03-25T19:10:09Z	USA:MS	Young Chicken	environmental/other		PDS000029437.106	21	45	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE	SAMN04577323	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_008875605.1			iutA=COMPLETE	2014	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	FDA	3.6.7	2020-01-06.1	COMBINED	PRJNA292666		113551	125	5021093	PAIRED	ILLUMINA	SRR3295776	FDA	2016-03-25T19:01:25Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AALLHB	AALLHB000000000.1
Salmonella enterica	FSIS1609328	Kentucky	PDT000173990.2	2016-12-22T17:28:13Z	USA:MS	comminuted chicken	environmental/other		PDS000029437.106	11	15	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE	SAMN06174672	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009092165.1			iutA=COMPLETE	2016	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		148458	91	4990958	PAIRED	ILLUMINA	SRR5125694	USDA-FSIS	2016-12-22T16:39:13Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AALXMA	AALXMA000000000.1
Salmonella enterica	FSIS1609245	Kentucky	PDT000174513.2	2016-12-23T20:32:33Z	USA:MS	chicken carcass	environmental/other		PDS000029437.106	10	14	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE	SAMN06183466	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009088405.1			iutA=COMPLETE	2016	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		171482	92	5028825	PAIRED	ILLUMINA	SRR5130027	USDA-FSIS	2016-12-23T19:53:09Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AALULE	AALULE000000000.1
Salmonella enterica	FSIS1710135	Kentucky	PDT000184325.2	2017-02-01T16:32:16Z	USA:MS	raw intact chicken	environmental/other		PDS000029437.106	1	13		SAMN06286011	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009124765.1			iutA=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		148434	91	4941958	PAIRED	ILLUMINA	SRR5221856	USDA-FSIS	2017-02-01T15:58:17Z	28901		Contig	mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AAMAPM	AAMAPM000000000.1
Salmonella enterica	FSIS1700532	Kentucky	PDT000206493.2	2017-05-02T20:46:47Z	USA:MS	chicken carcass	environmental/other		PDS000029437.106	9	53	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE	SAMN06882369	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009212565.1			iutA=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		66229	199	4985686	PAIRED	ILLUMINA	SRR5496991	USDA-FSIS	2017-05-02T20:23:14Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AAMFNF	AAMFNF000000000.1
Salmonella enterica	FSIS1701226	Kentucky	PDT000212961.2	2017-05-24T22:42:09Z	USA:MS	raw intact chicken	environmental/other		PDS000029437.106	8	6		SAMN07163913	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009284645.1			iutA=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=COMPLETE,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		140216	86	5006128	PAIRED	ILLUMINA	SRR5599738	USDA-FSIS	2017-05-24T22:26:23Z	28901		Contig	mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AAMIZV	AAMIZV000000000.1
Salmonella enterica	FSIS1701975	Kentucky	PDT000218526.2	2017-06-14T21:20:19Z	USA:MS	raw intact chicken	environmental/other		PDS000029437.106	10	14	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE	SAMN07237098	PDG000000002.2057	Salmonella enterica subsp. enterica serovar Kentucky	GCA_009359955.1			iutA=COMPLETE	2017	arsD=HMM,asr=HMM,golS=COMPLETE,golT=COMPLETE,pcoA=COMPLETE,pcoB=COMPLETE,pcoC=PARTIAL_END_OF_CONTIG,pcoD=COMPLETE,pcoE=COMPLETE,pcoR=COMPLETE,pcoS=COMPLETE,silA=COMPLETE,silB=COMPLETE,silC=COMPLETE,silE=COMPLETE,silF=COMPLETE,silP=COMPLETE,silR=COMPLETE,silS=COMPLETE,terD=COMPLETE,terW=COMPLETE,terZ=COMPLETE	USDA-FSIS	3.6.7	2020-01-06.1	COMBINED	PRJNA242847		112907	111	5034748	PAIRED	ILLUMINA	SRR5683225	USDA-FSIS	2017-06-14T19:00:14Z	28901		Contig	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,mdsA=COMPLETE,mdsB=PARTIAL_END_OF_CONTIG	SKESA v. 2.2			192955	AAMKTH	AAMKTH000000000.1
